Vessel,VesselID,CT1,CT1Label,CT1ID,BGene1,BGene1Label,BGene1ID,BGene2,BGene2Label,BGene2ID,BGene3,BGene3Label,BGene3ID,BGene4,BGene4Label,BGene4ID,PathFromHeart
lateral dorsal digital artery of second digit of foot,FMA:69604,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;anterior tibial artery;dorsalis pedis artery;arcuate artery of foot;second dorsal metatarsal artery;lateral dorsal digital artery of second digit of foot
lateral dorsal digital artery of second digit of foot,FMA:69604,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;anterior tibial artery;dorsalis pedis artery;arcuate artery of foot;second dorsal metatarsal artery;lateral dorsal digital artery of second digit of foot
lateral dorsal digital artery of second digit of hand,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;radial artery;first dorsal metacarpal artery;lateral dorsal digital artery of second digit of hand
lateral dorsal digital artery of second digit of hand,,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;radial artery;first dorsal metacarpal artery;lateral dorsal digital artery of second digit of hand
lateral dorsal digital artery of second digit of hand,,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;radial artery;first dorsal metacarpal artery;lateral dorsal digital artery of second digit of hand
lateral dorsal digital artery of second digit of hand,,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;radial artery;first dorsal metacarpal artery;lateral dorsal digital artery of second digit of hand
lateral dorsal digital artery of third digit of foot,FMA:69607,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;anterior tibial artery;dorsalis pedis artery;arcuate artery of foot;third dorsal metatarsal artery;lateral dorsal digital artery of third digit of foot
lateral dorsal digital artery of third digit of foot,FMA:69607,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;anterior tibial artery;dorsalis pedis artery;arcuate artery of foot;third dorsal metatarsal artery;lateral dorsal digital artery of third digit of foot
lateral dorsal digital artery of third digit of foot,FMA:69607,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;anterior tibial artery;dorsalis pedis artery;arcuate artery of foot;third dorsal metatarsal artery;lateral dorsal digital artery of third digit of foot
lateral dorsal digital artery of third digit of foot,FMA:69607,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;anterior tibial artery;dorsalis pedis artery;arcuate artery of foot;third dorsal metatarsal artery;lateral dorsal digital artery of third digit of foot
lateral dorsal digital artery of third digit of hand,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;radial artery;dorsal carpal branch of radial artery;dorsal carpal arch;second dorsal metacarpal artery;lateral dorsal digital artery of third digit of hand
lateral dorsal digital artery of third digit of hand,,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;radial artery;dorsal carpal branch of radial artery;dorsal carpal arch;second dorsal metacarpal artery;lateral dorsal digital artery of third digit of hand
lateral dorsal digital artery of third digit of hand,,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;radial artery;dorsal carpal branch of radial artery;dorsal carpal arch;second dorsal metacarpal artery;lateral dorsal digital artery of third digit of hand
lateral dorsal digital artery of third digit of hand,,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;radial artery;dorsal carpal branch of radial artery;dorsal carpal arch;second dorsal metacarpal artery;lateral dorsal digital artery of third digit of hand
lateral femoral circumflex artery,FMA:20798,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;deep femoral artery;lateral femoral circumflex artery
lateral femoral circumflex artery,FMA:20798,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;deep femoral artery;lateral femoral circumflex artery
lateral femoral circumflex artery,FMA:20798,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;deep femoral artery;lateral femoral circumflex artery
lateral femoral circumflex artery,FMA:20798,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;deep femoral artery;lateral femoral circumflex artery
lateral femoral circumflex vein,FMA:70921,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;inferior vena cava;common iliac vein;external iliac vein;femoral vein;lateral femoral circumflex vein
lateral femoral circumflex vein,FMA:70921,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;inferior vena cava;common iliac vein;external iliac vein;femoral vein;lateral femoral circumflex vein
lateral inferior genicular artery,FMA:43888,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;lateral inferior genicular artery
lateral inferior genicular artery,FMA:43888,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;lateral inferior genicular artery
lateral inferior genicular artery,FMA:43888,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;lateral inferior genicular artery
lateral inferior genicular artery,FMA:43888,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;lateral inferior genicular artery
lateral inferior segmental hepatic artery,FMA:70453,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;celiac artery;common hepatic artery;proper hepatic artery;left hepatic artery;left lateral hepatic artery;lateral inferior segmental hepatic artery
lateral inferior segmental hepatic artery,FMA:70453,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;celiac artery;common hepatic artery;proper hepatic artery;left hepatic artery;left lateral hepatic artery;lateral inferior segmental hepatic artery
lateral inferior segmental hepatic artery,FMA:70453,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;celiac artery;common hepatic artery;proper hepatic artery;left hepatic artery;left lateral hepatic artery;lateral inferior segmental hepatic artery
lateral inferior segmental hepatic artery,FMA:70453,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;celiac artery;common hepatic artery;proper hepatic artery;left hepatic artery;left lateral hepatic artery;lateral inferior segmental hepatic artery
lateral inferior segmental hepatic portal vein,FMA:15432,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;inferior vena cava;left hepatic vein;segmental hepatic vein;central vein of liver;hepatic sinusoid;hepatic portal venule;lateral inferior segmental hepatic portal vein
lateral inferior segmental hepatic portal vein,FMA:15432,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;inferior vena cava;left hepatic vein;segmental hepatic vein;central vein of liver;hepatic sinusoid;hepatic portal venule;lateral inferior segmental hepatic portal vein
lateral inferior segmental hepatic vein,FMA:15804,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;inferior vena cava;left hepatic vein;lateral inferior segmental hepatic vein
lateral inferior segmental hepatic vein,FMA:15804,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;inferior vena cava;left hepatic vein;lateral inferior segmental hepatic vein
lateral marginal vein,UBERON:0001548,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;inferior vena cava;common iliac vein;external iliac vein;femoral vein;popliteal vein;small saphenous vein;lateral marginal vein
lateral marginal vein,UBERON:0001548,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;inferior vena cava;common iliac vein;external iliac vein;femoral vein;popliteal vein;small saphenous vein;lateral marginal vein
lateral mesencephalic vein,FMA:51341,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;confluence of sinuses;straight sinus;great cerebral vein;basal vein;lateral mesencephalic vein
lateral mesencephalic vein,FMA:51341,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;confluence of sinuses;straight sinus;great cerebral vein;basal vein;lateral mesencephalic vein
lateral nasal artery,FMA:49580,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;facial artery;lateral nasal artery
lateral nasal artery,FMA:49580,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;facial artery;lateral nasal artery
lateral nasal artery,FMA:49580,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;facial artery;lateral nasal artery
lateral nasal artery,FMA:49580,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;facial artery;lateral nasal artery
lateral palpebral artery,UBERON:0014772,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;internal carotid artery;ophthalmic artery;lacrimal artery;lateral palpebral artery
lateral palpebral artery,UBERON:0014772,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;internal carotid artery;ophthalmic artery;lacrimal artery;lateral palpebral artery
lateral palpebral artery,UBERON:0014772,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;internal carotid artery;ophthalmic artery;lacrimal artery;lateral palpebral artery
lateral palpebral artery,UBERON:0014772,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;internal carotid artery;ophthalmic artery;lacrimal artery;lateral palpebral artery
lateral plantar artery,FMA:43926,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery
lateral plantar artery,FMA:43926,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery
lateral plantar artery,FMA:43926,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery
lateral plantar artery,FMA:43926,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery
lateral plantar vein,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;inferior vena cava;common iliac vein;external iliac vein;femoral vein;popliteal vein;posterior tibial vein;lateral plantar vein
lateral plantar vein,,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;inferior vena cava;common iliac vein;external iliac vein;femoral vein;popliteal vein;posterior tibial vein;lateral plantar vein
lateral posterior choroidal artery,FMA:50631,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;basilar artery;posterior cerebral artery;lateral posterior choroidal artery
lateral posterior choroidal artery,FMA:50631,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;basilar artery;posterior cerebral artery;lateral posterior choroidal artery
lateral posterior choroidal artery,FMA:50631,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;basilar artery;posterior cerebral artery;lateral posterior choroidal artery
lateral posterior choroidal artery,FMA:50631,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;basilar artery;posterior cerebral artery;lateral posterior choroidal artery
lateral proper palmar digital artery of fifth digit of hand,FMA:23048,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;ulnar artery;superficial palmar arch;third common palmar digital artery;lateral proper palmar digital artery of fifth digit of hand
lateral proper palmar digital artery of fifth digit of hand,FMA:23048,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;ulnar artery;superficial palmar arch;third common palmar digital artery;lateral proper palmar digital artery of fifth digit of hand
lateral proper palmar digital artery of fifth digit of hand,FMA:23048,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;ulnar artery;superficial palmar arch;third common palmar digital artery;lateral proper palmar digital artery of fifth digit of hand
lateral proper palmar digital artery of fifth digit of hand,FMA:23048,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;ulnar artery;superficial palmar arch;third common palmar digital artery;lateral proper palmar digital artery of fifth digit of hand
lateral proper palmar digital artery of first digit of hand,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;radial artery;princeps pollicis artery;lateral proper palmar digital artery of first digit of hand
lateral proper palmar digital artery of first digit of hand,,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;radial artery;princeps pollicis artery;lateral proper palmar digital artery of first digit of hand
lateral proper palmar digital artery of first digit of hand,,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;radial artery;princeps pollicis artery;lateral proper palmar digital artery of first digit of hand
lateral proper palmar digital artery of first digit of hand,,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;radial artery;princeps pollicis artery;lateral proper palmar digital artery of first digit of hand
lateral proper palmar digital artery of fourth digit of hand,FMA:85114,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;ulnar artery;superficial palmar arch;second common palmar digital artery;lateral proper palmar digital artery of fourth digit of hand
lateral proper palmar digital artery of fourth digit of hand,FMA:85114,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;ulnar artery;superficial palmar arch;second common palmar digital artery;lateral proper palmar digital artery of fourth digit of hand
lateral proper palmar digital artery of fourth digit of hand,FMA:85114,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;ulnar artery;superficial palmar arch;second common palmar digital artery;lateral proper palmar digital artery of fourth digit of hand
lateral proper palmar digital artery of fourth digit of hand,FMA:85114,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;ulnar artery;superficial palmar arch;second common palmar digital artery;lateral proper palmar digital artery of fourth digit of hand
lateral proper palmar digital artery of second digit of hand,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;radial artery;radialis indicis artery;lateral proper palmar digital artery of second digit of hand
lateral proper palmar digital artery of second digit of hand,,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;radial artery;radialis indicis artery;lateral proper palmar digital artery of second digit of hand
lateral proper palmar digital artery of second digit of hand,,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;radial artery;radialis indicis artery;lateral proper palmar digital artery of second digit of hand
lateral proper palmar digital artery of second digit of hand,,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;radial artery;radialis indicis artery;lateral proper palmar digital artery of second digit of hand
lateral proper palmar digital artery of third digit of hand,FMA:22857,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;ulnar artery;superficial palmar arch;first common palmar digital artery;lateral proper palmar digital artery of third digit of hand
lateral proper palmar digital artery of third digit of hand,FMA:22857,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;ulnar artery;superficial palmar arch;first common palmar digital artery;lateral proper palmar digital artery of third digit of hand
lateral proper palmar digital artery of third digit of hand,FMA:22857,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;ulnar artery;superficial palmar arch;first common palmar digital artery;lateral proper palmar digital artery of third digit of hand
lateral proper palmar digital artery of third digit of hand,FMA:22857,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;ulnar artery;superficial palmar arch;first common palmar digital artery;lateral proper palmar digital artery of third digit of hand
